Billable Flag,Date,Department,Employee,Expense Subtype,Expense Type,Expense Amount
N,9/23/19 0:00,Support,Pennie Hanvey,Mileage,Travel,141.85
N,9/23/19 0:00,Support,Pennie Hanvey,Mileage,Travel,232.27
N,12/7/19 0:00,Support,Pennie Hanvey,Mileage,Travel,25.42
N,12/7/19 0:00,Support,Pennie Hanvey,Mileage,Travel,26.6
N,12/7/19 0:00,Support,Pennie Hanvey,Mileage,Travel,28.37
N,12/7/19 0:00,Support,Pennie Hanvey,Mileage,Travel,28.97
N,12/7/19 0:00,Support,Pennie Hanvey,Mileage,Travel,273.05
N,2/12/20 0:00,Support,Pennie Hanvey,Mileage,Travel,366.44
N,2/23/20 0:00,Support,Pennie Hanvey,Mileage,Travel,361.71
N,4/6/20 0:00,Support,Pennie Hanvey,Mileage,Travel,29.55
N,4/8/20 0:00,Support,Pennie Hanvey,Mileage,Travel,29.55
N,4/16/20 0:00,Support,Pennie Hanvey,Mileage,Travel,366.44
N,5/1/20 0:00,Support,Pennie Hanvey,Mileage,Travel,313.24
N,5/15/20 0:00,Support,Pennie Hanvey,Mileage,Travel,390.08
N,5/20/20 0:00,Support,Pennie Hanvey,Mileage,Travel,23.64
N,6/1/20 0:00,Support,Pennie Hanvey,Mileage,Travel,319.74
N,6/2/20 0:00,Support,Pennie Hanvey,Mileage,Travel,44.33
N,6/26/20 0:00,Support,Pennie Hanvey,Mileage,Travel,35.46
N,8/16/20 0:00,Support,Pennie Hanvey,Mileage,Travel,28.37
N,8/17/20 0:00,Support,Pennie Hanvey,Mileage,Travel,141.85
N,9/15/20 0:00,Support,Pennie Hanvey,Mileage,Travel,23.64
N,9/23/20 0:00,Support,Pennie Hanvey,Mileage,Travel,141.85
N,9/23/20 0:00,Support,Pennie Hanvey,Mileage,Travel,232.27
N,12/7/20 0:00,Support,Pennie Hanvey,Mileage,Travel,25.42
N,12/7/20 0:00,Support,Pennie Hanvey,Mileage,Travel,26.6
N,12/7/20 0:00,Support,Pennie Hanvey,Mileage,Travel,28.37
N,12/7/20 0:00,Support,Pennie Hanvey,Mileage,Travel,28.97
N,12/7/20 0:00,Support,Pennie Hanvey,Mileage,Travel,273.05
N,3/15/20 0:00,Support,Rafaela Beels,Mileage,Travel,259.47
N,3/15/20 0:00,Support,Rafaela Beels,Mileage,Travel,259.47
N,7/5/20 0:00,Support,Rafaela Beels,Mileage,Travel,180.85
N,7/5/20 0:00,Support,Rafaela Beels,Mileage,Travel,180.85
N,7/28/20 0:00,Support,Rafaela Beels,Mileage,Travel,545.51
N,7/28/20 0:00,Support,Rafaela Beels,Mileage,Travel,545.51
N,5/7/19 0:00,Support,Rorke Beggs,Mileage,Travel,14.18
N,5/7/19 0:00,Support,Rorke Beggs,Mileage,Travel,27.19
N,5/7/19 0:00,Support,Rorke Beggs,Mileage,Travel,31.92
N,5/7/19 0:00,Support,Rorke Beggs,Mileage,Travel,34.28
N,7/6/19 0:00,Support,Rorke Beggs,Mileage,Travel,10.64
N,7/6/19 0:00,Support,Rorke Beggs,Mileage,Travel,26.01
N,7/6/19 0:00,Support,Rorke Beggs,Mileage,Travel,39.01
N,7/9/19 0:00,Support,Rorke Beggs,Mileage,Travel,40.79
N,8/19/19 0:00,Support,Rorke Beggs,Mileage,Travel,39.01
N,8/19/19 0:00,Support,Rorke Beggs,Mileage,Travel,42.55
N,10/22/19 0:00,Support,Rorke Beggs,Mileage,Travel,14.18
N,10/31/19 0:00,Support,Rorke Beggs,Mileage,Travel,47.28
N,11/23/19 0:00,Support,Rorke Beggs,Mileage,Travel,26.01
N,12/30/19 0:00,Support,Rorke Beggs,Mileage,Travel,46.1
N,5/7/20 0:00,Support,Rorke Beggs,Mileage,Travel,14.18
N,5/7/20 0:00,Support,Rorke Beggs,Mileage,Travel,27.19
N,5/7/20 0:00,Support,Rorke Beggs,Mileage,Travel,31.92
N,5/7/20 0:00,Support,Rorke Beggs,Mileage,Travel,34.28
N,7/6/20 0:00,Support,Rorke Beggs,Mileage,Travel,26.01
N,7/6/20 0:00,Support,Rorke Beggs,Mileage,Travel,39.01
N,7/9/20 0:00,Support,Rorke Beggs,Mileage,Travel,40.79
N,8/19/20 0:00,Support,Rorke Beggs,Mileage,Travel,39.01
N,8/19/20 0:00,Support,Rorke Beggs,Mileage,Travel,42.55
N,10/22/20 0:00,Support,Rorke Beggs,Mileage,Travel,14.18
N,10/31/20 0:00,Support,Rorke Beggs,Mileage,Travel,47.28
N,11/23/20 0:00,Support,Rorke Beggs,Mileage,Travel,26.01
N,12/30/20 0:00,Support,Rorke Beggs,Mileage,Travel,46.1
N,2/16/19 0:00,Support,Rowen Elam,Mileage,Travel,29.55
N,3/25/19 0:00,Support,Rowen Elam,Mileage,Travel,29.55
N,5/10/19 0:00,Support,Rowen Elam,Mileage,Travel,29.55
N,8/1/19 0:00,Support,Rowen Elam,Mileage,Travel,29.55
N,8/1/19 0:00,Support,Rowen Elam,Mileage,Travel,41.37
N,9/2/19 0:00,Support,Rowen Elam,Mileage,Travel,26.6
N,9/2/19 0:00,Support,Rowen Elam,Mileage,Travel,53.19
N,10/22/19 0:00,Support,Rowen Elam,Mileage,Travel,29.55
N,10/22/19 0:00,Support,Rowen Elam,Mileage,Travel,118.21
N,12/2/19 0:00,Support,Rowen Elam,Mileage,Travel,26.6
N,2/16/20 0:00,Support,Rowen Elam,Mileage,Travel,29.55
N,3/25/20 0:00,Support,Rowen Elam,Mileage,Travel,29.55
N,5/10/20 0:00,Support,Rowen Elam,Mileage,Travel,29.55
N,8/1/20 0:00,Support,Rowen Elam,Mileage,Travel,29.55
N,8/1/20 0:00,Support,Rowen Elam,Mileage,Travel,41.37
N,9/2/20 0:00,Support,Rowen Elam,Mileage,Travel,26.6
N,9/2/20 0:00,Support,Rowen Elam,Mileage,Travel,53.19
N,10/22/20 0:00,Support,Rowen Elam,Mileage,Travel,29.55
N,10/22/20 0:00,Support,Rowen Elam,Mileage,Travel,118.21
N,12/2/20 0:00,Support,Rowen Elam,Mileage,Travel,26.6
N,1/30/19 0:00,Support,Russell Witchalls,Mileage,Travel,42.55
N,4/11/19 0:00,Support,Russell Witchalls,Mileage,Travel,21.28
N,1/30/20 0:00,Support,Russell Witchalls,Mileage,Travel,42.55
N,4/11/20 0:00,Support,Russell Witchalls,Mileage,Travel,21.28
N,3/4/19 0:00,Support,Sadella Dalgardno,Mileage,Travel,53.19
N,4/9/19 0:00,Support,Sadella Dalgardno,Mileage,Travel,36.64
N,6/4/19 0:00,Support,Sadella Dalgardno,Mileage,Travel,36.64
N,7/6/19 0:00,Support,Sadella Dalgardno,Mileage,Travel,36.64
N,8/5/19 0:00,Support,Sadella Dalgardno,Mileage,Travel,36.64
N,10/22/19 0:00,Support,Sadella Dalgardno,Mileage,Travel,36.64
N,11/15/19 0:00,Support,Sadella Dalgardno,Mileage,Travel,57.92
N,12/17/19 0:00,Support,Sadella Dalgardno,Mileage,Travel,36.64
N,3/4/20 0:00,Support,Sadella Dalgardno,Mileage,Travel,53.19
N,4/9/20 0:00,Support,Sadella Dalgardno,Mileage,Travel,36.64
N,6/4/20 0:00,Support,Sadella Dalgardno,Mileage,Travel,36.64
N,7/6/20 0:00,Support,Sadella Dalgardno,Mileage,Travel,36.64
N,8/5/20 0:00,Support,Sadella Dalgardno,Mileage,Travel,36.64
N,10/22/20 0:00,Support,Sadella Dalgardno,Mileage,Travel,36.64
N,11/15/20 0:00,Support,Sadella Dalgardno,Mileage,Travel,57.92
N,12/17/20 0:00,Support,Sadella Dalgardno,Mileage,Travel,36.64
N,1/28/19 0:00,Support,Sibilla Gockelen,Mileage,Travel,206.86
N,5/11/19 0:00,Support,Sibilla Gockelen,Mileage,Travel,79.79
N,5/26/19 0:00,Support,Sibilla Gockelen,Mileage,Travel,440.32
N,7/8/19 0:00,Support,Sibilla Gockelen,Mileage,Travel,35.46
N,8/28/19 0:00,Support,Sibilla Gockelen,Mileage,Travel,200.95
N,9/29/19 0:00,Support,Sibilla Gockelen,Mileage,Travel,35.46
N,10/27/19 0:00,Support,Sibilla Gockelen,Mileage,Travel,35.46
N,12/17/19 0:00,Support,Sibilla Gockelen,Mileage,Travel,204.49
N,1/28/20 0:00,Support,Sibilla Gockelen,Mileage,Travel,206.86
N,5/11/20 0:00,Support,Sibilla Gockelen,Mileage,Travel,79.79
N,5/26/20 0:00,Support,Sibilla Gockelen,Mileage,Travel,440.32
N,7/8/20 0:00,Support,Sibilla Gockelen,Mileage,Travel,35.46
N,8/28/20 0:00,Support,Sibilla Gockelen,Mileage,Travel,200.95
N,9/29/20 0:00,Support,Sibilla Gockelen,Mileage,Travel,35.46
N,10/27/20 0:00,Support,Sibilla Gockelen,Mileage,Travel,35.46
N,12/17/20 0:00,Support,Sibilla Gockelen,Mileage,Travel,204.49
N,1/7/19 0:00,Support,Thain Beacroft,Mileage,Travel,47.88
N,1/8/19 0:00,Support,Thain Beacroft,Mileage,Travel,62.65
N,1/9/19 0:00,Support,Thain Beacroft,Mileage,Travel,65.01
N,1/12/19 0:00,Support,Thain Beacroft,Mileage,Travel,11.82
N,2/12/19 0:00,Support,Thain Beacroft,Mileage,Travel,59.1
N,2/12/19 0:00,Support,Thain Beacroft,Mileage,Travel,94.56
N,3/20/19 0:00,Support,Thain Beacroft,Mileage,Travel,87.47
N,3/22/19 0:00,Support,Thain Beacroft,Mileage,Travel,11.82
N,5/6/19 0:00,Support,Thain Beacroft,Mileage,Travel,14.18
N,5/6/19 0:00,Support,Thain Beacroft,Mileage,Travel,30.73
N,5/6/19 0:00,Support,Thain Beacroft,Mileage,Travel,62.65
N,5/6/19 0:00,Support,Thain Beacroft,Mileage,Travel,80.38
N,5/6/19 0:00,Support,Thain Beacroft,Mileage,Travel,82.74
N,5/6/19 0:00,Support,Thain Beacroft,Mileage,Travel,83.93
N,5/13/19 0:00,Support,Thain Beacroft,Mileage,Travel,82.74
N,6/15/19 0:00,Support,Thain Beacroft,Mileage,Travel,82.74
N,6/17/19 0:00,Support,Thain Beacroft,Mileage,Travel,82.74
N,6/19/19 0:00,Support,Thain Beacroft,Mileage,Travel,82.74
N,6/25/19 0:00,Support,Thain Beacroft,Mileage,Travel,100.47
N,7/6/19 0:00,Support,Thain Beacroft,Mileage,Travel,82.74
N,7/14/19 0:00,Support,Thain Beacroft,Mileage,Travel,82.74
N,9/16/19 0:00,Support,Thain Beacroft,Mileage,Travel,48.46
N,9/16/19 0:00,Support,Thain Beacroft,Mileage,Travel,60.28
N,9/16/19 0:00,Support,Thain Beacroft,Mileage,Travel,94.56
N,9/17/19 0:00,Support,Thain Beacroft,Mileage,Travel,82.74
N,9/17/19 0:00,Support,Thain Beacroft,Mileage,Travel,88.65
N,9/17/19 0:00,Support,Thain Beacroft,Mileage,Travel,94.56
N,11/9/19 0:00,Support,Thain Beacroft,Mileage,Travel,79.79
N,11/9/19 0:00,Support,Thain Beacroft,Mileage,Travel,82.74
N,1/7/20 0:00,Support,Thain Beacroft,Mileage,Travel,47.88
N,1/8/20 0:00,Support,Thain Beacroft,Mileage,Travel,62.65
N,1/9/20 0:00,Support,Thain Beacroft,Mileage,Travel,65.01
N,1/12/20 0:00,Support,Thain Beacroft,Mileage,Travel,11.82
N,2/12/20 0:00,Support,Thain Beacroft,Mileage,Travel,59.1
N,2/12/20 0:00,Support,Thain Beacroft,Mileage,Travel,94.56
N,3/20/20 0:00,Support,Thain Beacroft,Mileage,Travel,87.47
N,3/22/20 0:00,Support,Thain Beacroft,Mileage,Travel,11.82
N,5/6/20 0:00,Support,Thain Beacroft,Mileage,Travel,14.18
N,5/6/20 0:00,Support,Thain Beacroft,Mileage,Travel,30.73
N,5/6/20 0:00,Support,Thain Beacroft,Mileage,Travel,62.65
N,5/6/20 0:00,Support,Thain Beacroft,Mileage,Travel,80.38
N,5/6/20 0:00,Support,Thain Beacroft,Mileage,Travel,82.74
N,5/6/20 0:00,Support,Thain Beacroft,Mileage,Travel,83.93
N,5/13/20 0:00,Support,Thain Beacroft,Mileage,Travel,82.74
N,6/15/20 0:00,Support,Thain Beacroft,Mileage,Travel,82.74
N,6/17/20 0:00,Support,Thain Beacroft,Mileage,Travel,82.74
N,6/19/20 0:00,Support,Thain Beacroft,Mileage,Travel,82.74
N,6/25/20 0:00,Support,Thain Beacroft,Mileage,Travel,100.47
N,7/6/20 0:00,Support,Thain Beacroft,Mileage,Travel,82.74
N,7/14/20 0:00,Support,Thain Beacroft,Mileage,Travel,82.74
N,9/16/20 0:00,Support,Thain Beacroft,Mileage,Travel,48.46
N,9/16/20 0:00,Support,Thain Beacroft,Mileage,Travel,60.28
N,9/16/20 0:00,Support,Thain Beacroft,Mileage,Travel,94.56
N,9/17/20 0:00,Support,Thain Beacroft,Mileage,Travel,82.74
N,9/17/20 0:00,Support,Thain Beacroft,Mileage,Travel,88.65
N,9/17/20 0:00,Support,Thain Beacroft,Mileage,Travel,94.56
N,11/9/20 0:00,Support,Thain Beacroft,Mileage,Travel,79.79
N,11/9/20 0:00,Support,Thain Beacroft,Mileage,Travel,82.74
N,3/8/19 0:00,Support,Willis Borthram,Mileage,Travel,14.78
N,3/8/19 0:00,Support,Willis Borthram,Mileage,Travel,20.68
N,3/8/19 0:00,Support,Willis Borthram,Mileage,Travel,21.28
N,3/8/19 0:00,Support,Willis Borthram,Mileage,Travel,29.55
N,3/8/19 0:00,Support,Willis Borthram,Mileage,Travel,35.46
N,3/8/19 0:00,Support,Willis Borthram,Mileage,Travel,36.64
N,3/8/19 0:00,Support,Willis Borthram,Mileage,Travel,38.42
N,3/8/19 0:00,Support,Willis Borthram,Mileage,Travel,63.83
N,3/8/19 0:00,Support,Willis Borthram,Mileage,Travel,66.19
N,3/8/19 0:00,Support,Willis Borthram,Mileage,Travel,73.29
N,4/27/19 0:00,Support,Willis Borthram,Mileage,Travel,20.68
N,4/27/19 0:00,Support,Willis Borthram,Mileage,Travel,27.19
N,4/27/19 0:00,Support,Willis Borthram,Mileage,Travel,33.1
N,4/27/19 0:00,Support,Willis Borthram,Mileage,Travel,65.01
N,6/1/19 0:00,Support,Willis Borthram,Mileage,Travel,20.68
N,6/1/19 0:00,Support,Willis Borthram,Mileage,Travel,62.06
N,6/1/19 0:00,Support,Willis Borthram,Mileage,Travel,66.19
N,6/1/19 0:00,Support,Willis Borthram,Mileage,Travel,78.02
N,6/23/19 0:00,Support,Willis Borthram,Mileage,Travel,20.68
N,6/23/19 0:00,Support,Willis Borthram,Mileage,Travel,62.65
N,6/23/19 0:00,Support,Willis Borthram,Mileage,Travel,65.01
N,6/23/19 0:00,Support,Willis Borthram,Mileage,Travel,69.74
N,8/18/19 0:00,Support,Willis Borthram,Mileage,Travel,11.82
N,8/18/19 0:00,Support,Willis Borthram,Mileage,Travel,20.68
N,8/18/19 0:00,Support,Willis Borthram,Mileage,Travel,40.19
N,8/18/19 0:00,Support,Willis Borthram,Mileage,Travel,41.37
N,8/18/19 0:00,Support,Willis Borthram,Mileage,Travel,82.74
N,8/18/19 0:00,Support,Willis Borthram,Mileage,Travel,83.93
N,9/2/19 0:00,Support,Willis Borthram,Mileage,Travel,22.46
N,9/2/19 0:00,Support,Willis Borthram,Mileage,Travel,50.23
N,9/2/19 0:00,Support,Willis Borthram,Mileage,Travel,82.74
N,3/8/20 0:00,Support,Willis Borthram,Mileage,Travel,14.78
N,3/8/20 0:00,Support,Willis Borthram,Mileage,Travel,20.68
N,3/8/20 0:00,Support,Willis Borthram,Mileage,Travel,21.28
N,3/8/20 0:00,Support,Willis Borthram,Mileage,Travel,29.55
N,3/8/20 0:00,Support,Willis Borthram,Mileage,Travel,35.46
N,3/8/20 0:00,Support,Willis Borthram,Mileage,Travel,36.64
N,3/8/20 0:00,Support,Willis Borthram,Mileage,Travel,38.42
N,3/8/20 0:00,Support,Willis Borthram,Mileage,Travel,63.83
N,3/8/20 0:00,Support,Willis Borthram,Mileage,Travel,66.19
N,3/8/20 0:00,Support,Willis Borthram,Mileage,Travel,73.29
N,4/27/20 0:00,Support,Willis Borthram,Mileage,Travel,20.68
N,4/27/20 0:00,Support,Willis Borthram,Mileage,Travel,27.19
N,4/27/20 0:00,Support,Willis Borthram,Mileage,Travel,33.1
N,4/27/20 0:00,Support,Willis Borthram,Mileage,Travel,65.01
N,6/1/20 0:00,Support,Willis Borthram,Mileage,Travel,20.68
N,6/1/20 0:00,Support,Willis Borthram,Mileage,Travel,62.06
N,6/1/20 0:00,Support,Willis Borthram,Mileage,Travel,66.19
N,6/1/20 0:00,Support,Willis Borthram,Mileage,Travel,78.02
N,6/23/20 0:00,Support,Willis Borthram,Mileage,Travel,20.68
N,6/23/20 0:00,Support,Willis Borthram,Mileage,Travel,62.65
N,6/23/20 0:00,Support,Willis Borthram,Mileage,Travel,65.01
N,6/23/20 0:00,Support,Willis Borthram,Mileage,Travel,69.74
N,8/18/20 0:00,Support,Willis Borthram,Mileage,Travel,11.82
N,8/18/20 0:00,Support,Willis Borthram,Mileage,Travel,20.68
N,8/18/20 0:00,Support,Willis Borthram,Mileage,Travel,40.19
N,8/18/20 0:00,Support,Willis Borthram,Mileage,Travel,41.37
N,8/18/20 0:00,Support,Willis Borthram,Mileage,Travel,82.74
N,8/18/20 0:00,Support,Willis Borthram,Mileage,Travel,83.93
N,9/2/20 0:00,Support,Willis Borthram,Mileage,Travel,22.46
N,9/2/20 0:00,Support,Willis Borthram,Mileage,Travel,50.23
N,9/2/20 0:00,Support,Willis Borthram,Mileage,Travel,82.74
N,2/6/19 0:00,Support,Charin Tolley,Parking,Travel,34.35
N,2/6/19 0:00,Support,Charin Tolley,Parking,Travel,108.1
N,2/6/19 0:00,Support,Charin Tolley,Parking,Travel,190.95
N,2/9/19 0:00,Support,Charin Tolley,Parking,Travel,56.58
N,2/16/19 0:00,Support,Charin Tolley,Parking,Travel,53.55
N,2/26/19 0:00,Support,Charin Tolley,Parking,Travel,50.79
N,3/26/19 0:00,Support,Charin Tolley,Parking,Travel,34.35
N,12/14/19 0:00,Support,Charin Tolley,Parking,Travel,32.37
N,12/14/19 0:00,Support,Charin Tolley,Parking,Travel,40.46
N,2/6/20 0:00,Support,Charin Tolley,Parking,Travel,34.35
N,2/6/20 0:00,Support,Charin Tolley,Parking,Travel,108.1
N,2/6/20 0:00,Support,Charin Tolley,Parking,Travel,190.95
N,2/9/20 0:00,Support,Charin Tolley,Parking,Travel,56.58
N,2/16/20 0:00,Support,Charin Tolley,Parking,Travel,53.55
N,2/26/20 0:00,Support,Charin Tolley,Parking,Travel,50.79
N,3/26/20 0:00,Support,Charin Tolley,Parking,Travel,34.35
N,12/14/20 0:00,Support,Charin Tolley,Parking,Travel,32.37
N,12/14/20 0:00,Support,Charin Tolley,Parking,Travel,40.46
N,1/15/19 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,1/15/19 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,1/22/19 0:00,Support,Cherey Bolam,Parking,Travel,117.19
N,1/22/19 0:00,Support,Cherey Bolam,Parking,Travel,117.19
N,2/17/19 0:00,Support,Cherey Bolam,Parking,Travel,20.78
N,2/17/19 0:00,Support,Cherey Bolam,Parking,Travel,20.78
N,2/17/19 0:00,Support,Cherey Bolam,Parking,Travel,48.49
N,2/17/19 0:00,Support,Cherey Bolam,Parking,Travel,48.49
N,3/19/19 0:00,Support,Cherey Bolam,Parking,Travel,46.47
N,3/19/19 0:00,Support,Cherey Bolam,Parking,Travel,46.47
N,5/6/19 0:00,Support,Cherey Bolam,Parking,Travel,18.19
N,5/6/19 0:00,Support,Cherey Bolam,Parking,Travel,18.19
N,6/3/19 0:00,Support,Cherey Bolam,Parking,Travel,30.31
N,6/3/19 0:00,Support,Cherey Bolam,Parking,Travel,30.31
N,7/6/19 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,7/6/19 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,7/21/19 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,7/21/19 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,8/21/19 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,8/21/19 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,8/21/19 0:00,Support,Cherey Bolam,Parking,Travel,52.54
N,8/21/19 0:00,Support,Cherey Bolam,Parking,Travel,52.54
N,10/30/19 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,10/30/19 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,10/30/19 0:00,Support,Cherey Bolam,Parking,Travel,60.62
N,10/30/19 0:00,Support,Cherey Bolam,Parking,Travel,60.62
N,12/10/19 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,1/15/20 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,1/15/20 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,1/22/20 0:00,Support,Cherey Bolam,Parking,Travel,117.19
N,1/22/20 0:00,Support,Cherey Bolam,Parking,Travel,117.19
N,2/17/20 0:00,Support,Cherey Bolam,Parking,Travel,20.78
N,2/17/20 0:00,Support,Cherey Bolam,Parking,Travel,20.78
N,2/17/20 0:00,Support,Cherey Bolam,Parking,Travel,48.49
N,2/17/20 0:00,Support,Cherey Bolam,Parking,Travel,48.49
N,3/19/20 0:00,Support,Cherey Bolam,Parking,Travel,46.47
N,3/19/20 0:00,Support,Cherey Bolam,Parking,Travel,46.47
N,5/6/20 0:00,Support,Cherey Bolam,Parking,Travel,18.19
N,5/6/20 0:00,Support,Cherey Bolam,Parking,Travel,18.19
N,6/3/20 0:00,Support,Cherey Bolam,Parking,Travel,30.31
N,6/3/20 0:00,Support,Cherey Bolam,Parking,Travel,30.31
N,7/6/20 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,7/6/20 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,7/21/20 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,7/21/20 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,8/21/20 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,8/21/20 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,8/21/20 0:00,Support,Cherey Bolam,Parking,Travel,52.54
N,8/21/20 0:00,Support,Cherey Bolam,Parking,Travel,52.54
N,10/30/20 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,10/30/20 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,10/30/20 0:00,Support,Cherey Bolam,Parking,Travel,60.62
N,10/30/20 0:00,Support,Cherey Bolam,Parking,Travel,60.62
N,12/10/20 0:00,Support,Cherey Bolam,Parking,Travel,36.37
N,4/24/20 0:00,Support,Constance Griffitts,Parking,Travel,16.16
N,7/6/20 0:00,Support,Constance Griffitts,Parking,Travel,19.2
N,7/14/20 0:00,Support,Constance Griffitts,Parking,Travel,56.58
N,10/12/20 0:00,Support,Constance Griffitts,Parking,Travel,20.21
N,11/3/20 0:00,Support,Constance Griffitts,Parking,Travel,14.14
N,11/3/20 0:00,Support,Constance Griffitts,Parking,Travel,32.33
N,11/23/20 0:00,Support,Constance Griffitts,Parking,Travel,16.16
N,5/2/19 0:00,Support,Cyril Pask,Parking,Travel,32.33
N,5/2/19 0:00,Support,Cyril Pask,Parking,Travel,36.37
N,5/2/19 0:00,Support,Cyril Pask,Parking,Travel,44.45
N,7/14/19 0:00,Support,Cyril Pask,Parking,Travel,14.14
N,10/24/19 0:00,Support,Cyril Pask,Parking,Travel,24.25
N,11/21/19 0:00,Support,Cyril Pask,Parking,Travel,10.2
N,5/2/20 0:00,Support,Cyril Pask,Parking,Travel,32.33
N,5/2/20 0:00,Support,Cyril Pask,Parking,Travel,36.37
N,5/2/20 0:00,Support,Cyril Pask,Parking,Travel,44.45
N,7/14/20 0:00,Support,Cyril Pask,Parking,Travel,14.14
N,10/24/20 0:00,Support,Cyril Pask,Parking,Travel,24.25
N,3/5/19 0:00,Support,Delbert Giamuzzo,Parking,Travel,20.21
N,3/5/19 0:00,Support,Delbert Giamuzzo,Parking,Travel,20.21
N,10/1/19 0:00,Support,Delbert Giamuzzo,Parking,Travel,18.19
N,10/1/19 0:00,Support,Delbert Giamuzzo,Parking,Travel,18.19
N,10/23/19 0:00,Support,Delbert Giamuzzo,Parking,Travel,39.4
N,10/23/19 0:00,Support,Delbert Giamuzzo,Parking,Travel,39.4
N,3/5/20 0:00,Support,Delbert Giamuzzo,Parking,Travel,20.21
N,3/5/20 0:00,Support,Delbert Giamuzzo,Parking,Travel,20.21
N,10/1/20 0:00,Support,Delbert Giamuzzo,Parking,Travel,18.19
N,10/1/20 0:00,Support,Delbert Giamuzzo,Parking,Travel,18.19
N,10/23/20 0:00,Support,Delbert Giamuzzo,Parking,Travel,39.4
N,10/23/20 0:00,Support,Delbert Giamuzzo,Parking,Travel,39.4
N,2/13/19 0:00,Support,Ellery Aucock,Parking,Travel,25.76
N,2/13/19 0:00,Support,Ellery Aucock,Parking,Travel,85.88
N,4/3/19 0:00,Support,Ellery Aucock,Parking,Travel,10.1
N,4/3/19 0:00,Support,Ellery Aucock,Parking,Travel,16.16
N,4/3/19 0:00,Support,Ellery Aucock,Parking,Travel,40.41
N,4/3/19 0:00,Support,Ellery Aucock,Parking,Travel,103.05
N,4/17/19 0:00,Support,Ellery Aucock,Parking,Travel,10.1
N,4/17/19 0:00,Support,Ellery Aucock,Parking,Travel,92.95
N,4/24/19 0:00,Support,Ellery Aucock,Parking,Travel,10.1
N,4/24/19 0:00,Support,Ellery Aucock,Parking,Travel,101.03
N,4/30/19 0:00,Support,Ellery Aucock,Parking,Travel,10.1
N,4/30/19 0:00,Support,Ellery Aucock,Parking,Travel,60.62
N,5/4/19 0:00,Support,Ellery Aucock,Parking,Travel,10.1
N,5/4/19 0:00,Support,Ellery Aucock,Parking,Travel,94.97
N,6/1/19 0:00,Support,Ellery Aucock,Parking,Travel,32.33
N,6/1/19 0:00,Support,Ellery Aucock,Parking,Travel,60.62
N,6/11/19 0:00,Support,Ellery Aucock,Parking,Travel,107.09
N,6/26/19 0:00,Support,Ellery Aucock,Parking,Travel,10.1
N,6/26/19 0:00,Support,Ellery Aucock,Parking,Travel,80.82
N,8/14/19 0:00,Support,Ellery Aucock,Parking,Travel,10.1
N,8/14/19 0:00,Support,Ellery Aucock,Parking,Travel,60.62
N,8/14/19 0:00,Support,Ellery Aucock,Parking,Travel,64.66
N,8/24/19 0:00,Support,Ellery Aucock,Parking,Travel,68.7
N,9/3/19 0:00,Support,Ellery Aucock,Parking,Travel,10.1
N,9/3/19 0:00,Support,Ellery Aucock,Parking,Travel,28.29
N,9/14/19 0:00,Support,Ellery Aucock,Parking,Travel,10.1
N,9/14/19 0:00,Support,Ellery Aucock,Parking,Travel,22.23
N,10/16/19 0:00,Support,Ellery Aucock,Parking,Travel,10.1
N,10/16/19 0:00,Support,Ellery Aucock,Parking,Travel,101.03
N,10/19/19 0:00,Support,Ellery Aucock,Parking,Travel,10.1
N,10/19/19 0:00,Support,Ellery Aucock,Parking,Travel,18.19
N,10/19/19 0:00,Support,Ellery Aucock,Parking,Travel,101.03
N,11/13/19 0:00,Support,Ellery Aucock,Parking,Travel,10.1
N,11/13/19 0:00,Support,Ellery Aucock,Parking,Travel,101.03
N,12/4/19 0:00,Support,Ellery Aucock,Parking,Travel,10.1
N,12/4/19 0:00,Support,Ellery Aucock,Parking,Travel,74.76
N,2/13/20 0:00,Support,Ellery Aucock,Parking,Travel,25.76
N,2/13/20 0:00,Support,Ellery Aucock,Parking,Travel,85.88
N,4/3/20 0:00,Support,Ellery Aucock,Parking,Travel,16.16
N,4/3/20 0:00,Support,Ellery Aucock,Parking,Travel,40.41
N,4/3/20 0:00,Support,Ellery Aucock,Parking,Travel,103.05
